4852,1,主力持续加仓 后市还有上涨空间,None,哈飞股份,1
4853,大连重工涨的时候，玻纤不涨，马的，大连重工跌停的时候他也大跌，猪头！,看不懂,None,中国玻纤,2
4854,rt,今日下午且看狗庄怎么表演,None,天通股份,2
4855,继续,今天还有7000手的买单不？,None,波导股份,2
4856,好本钱却老是贱命,建发应该改名叫发贱,股东,华润双鹤,2
4857,一拔就倒！赶快逃跑！,一拔就倒！赶快逃跑！,股东,波导股份,0
4858,有可能,哈高科：腾讯入前海，阿里控浙江民营银行，淘宝美上市，支付宝揽温州银行香港上市,None,哈高科,2
4859,好哈哈哈,刚买10000股，等着数钱,股东,千方科技,1
4860,斯米克 成立攻关小组直扑锂矿开采权.,斯米克 成立攻关小组直扑锂矿开采权.,None,吉恩镍业,2
4861,7元的本会解套吗？,7元的本会解套吗？,股东,首创股份,2
4862,奸庄，逼我卖吗？,奸庄，逼我卖吗？,股东,安琪酵母,0
4863,咋啦????????往下跌!!!!!!!????????到底能不能增发???????,咋啦????????往下跌!!!!!!!????????,None,国旅联合,0
4864,好当家，当好家，把家当到没钱花。养乌龟，养王八，乌龟王八是传勤。,好当家名子不好,None,好当家,2
4865,卖了不后悔，这股绝对不会涨。,前天3.5没卖，金天3.43我赶紧的跑了，一会就跌了。,None,万通地产,0
4866,弱股，满心希望整几个板，结果这个德行！,弱股，满心希望整几个板，结果这个德行！,None,国中水务,0
4867,趋势意图走好，近期将会疯涨！,趋势意图走好，近期将会疯涨！,None,西南证券,1
4868,太让人失望了,太让人失望了,股东,国中水务,2
4869,！,我的罗平锌电又要涨停了,股东,百利电气,1
4870,再不逃渣都没了！！！！！！,再不逃渣都没了！！！！！！,None,宝钛股份,0
4871,新高在即！空间无限,新高在即！空间无限,None,奇正藏药,1
4872,。。。。。买 我已经获利,还有 泰山石油 它要是没新高 我以后不再玩股票,None,三元股份,1
4873,上影帝筹码太分散了,上影帝筹码太分散了,股东,章源钨业,2
4874,看样子收盘得涨停,看样子收盘得涨停,股东,山东钢铁,1
4875,如今没什么人敢卖了！,假托单撤得快，股价还敢跌下来！,股东,渤海活塞,2
4876,起航了,起航了,股东,国电南自,1
4877,收盘见红,大筹码十分稳定，一股不少,股东,健康元,1
4878,此股散户太看好，所以涨不了。,此股散户太看好，所以涨不了。,None,华发股份,2
4879,,涨涨跌跌的很平常，不用过份担心,None,宏图高科,2
4880,9.58我全出了，这几天多观察少动,危险,股东,风神股份,2
4881,弱于大盘啊,弱于大盘啊,股东,波导股份,2
4882,似是桃花源，无人问津！,大盘如此之强，906重组股却如此之萎靡，为何？,None,*ST中纺B,2
4883,真有意思有不动了。艹蛋，,真有意思有不动了。艹蛋，,股东,长城电工,2
4884,跑输大盘,跑输大盘,股东,佳隆股份,2
4885,京东方B或在本星期公布回购细则，价格不高于3HK！,京东方B或在本星期公布回购细则，价格不高于3HK！,None,本钢板B,2
4886,立马暴涨！再不上车没机会了。,洗盘结束！,None,康盛股份,1
4887,5.13高位,明能冲到7.88,股东,洛阳钼业,1
4888,大盘近五天升120点，破股却跌0.16元，臭,大盘近五天升120点，破股却跌0.16元，臭,None,富临运业,0
4889,时不时很牛叉,三天20％多的收获,None,洛阳钼业,1
4890,套死你们好，,套死你们好，,股东,棒杰股份,0
4891,大家猜猜，八月发行上市的银行股会是哪只？,大家猜猜，八月发行上市的银行股会是哪只？,None,杭汽轮B,2
4892,就得这样弄,9.2接，9.6卖，不错。,股东,合兴包装,2
4893,8999手准备撤单,8999手准备撤单,股东,东百集团,0
4894,如题,慢慢涨的才是好股票有长久题材。,None,西泵股份,1
4895,,亏三千扔了这只猪狗屎公司！屎屎屎！,None,新五丰,0
4896,垃圾开始发力了。但是还是资金往外流。,垃圾开始发力了。但是还是资金往外流。,None,长青股份,2
4897,割肉了 不玩了 一直亏损 没有题材了,割肉了 不玩了 一直亏损 没有题材了,None,新五丰,0
4898,其它股票行情结束后，解放军会到来.....嘿嘿,既来之，则安心的套着！对不对？,None,罗莱家纺,2
4899,RT,是溢价近10倍收购60%股权吗？,None,天龙集团,2
4900,听说有并购？？,听说有并购？？,股东,安居宝,2
4901,我今天看好这个股票。会大涨。,我今天看好这个股票。会大涨。,None,中房股份,1
4902,跑 啊选好股赚的时候来了一年没几次好行情啊,大盘大行情，大赚时候来了,None,龙源技术,1
4903,出了，浪费时间,出了，浪费时间,股东,徐家汇,0
4904,注意,2点将有1000手大单直接打到11.50,股东,龙源技术,2
4905,收盘不会太差的,收盘不会太差的,股东,兰生股份,1
4906,没救了，走了！,没救了，走了！,None,新五丰,0
4907,.,快跑吧,股东,华润锦华,0
4908,"垃圾,有你就不会涨,就看到你一天到晚的叫","垃圾,有你就不会涨,就看到你一天到晚的叫",None,中房股份,0
4909,满仓,满仓,股东,登云股份,1
4910,继续加仓！,华东有重组的可能！,None,华东重机,1
4911,准备好，系上安全带，带上子弹准备出发,准备好，系上安全带，带上子弹准备出发,None,广汽集团,2
4912,庄家非常有耐心地在调控着,今日轴线放在了8.1了源源不断的单子在聚集,None,广汽集团,2
4913,庄发神经呀..要跌要涨痛快点..s死不要脸的吸血鬼..不得好报！,600608,None,上海科技,2
4914,哈哈后,高文班是个西安的傻逼,股东,史丹利,2
4915,郁闷进行时,"小散不缴枪,2588难涨",None,史丹利,2
4916,下午趋势变好,下午趋势变好,股东,神州信息,1
4917,...,"高文班,你是缺心眼么?",股东,史丹利,2
4918,投资失败，以为是新材料,M的一个网站几年不更新，还望他涨啊,None,三峡新材,2
4919,死股，长阴短阳！,死股，长阴短阳！,股东,合康变频,2
4920,300113,赶紧买..不买就停盘了,股东,顺网科技,1
4921,主力正在积蓄能量为了更好地拉涨,主力很猛,None,神州信息,1
4922,300113,重大重组,股东,顺网科技,2
4923,小散快入,一会我拉涨停,股东,神州信息,1
4924,这个股就是一旦启动就连续大涨，今天不涨停明天就要涨停，规律了。,明天还是涨停,None,广晟有色,1
4925,26.98元缺口 短期必补。可能是今天下午,26.98元缺口 短期必补。可能是今天下午,None,神州信息,1
4926,半死不活的。,半死不活的。,股东,众业达,2
4927,大盘要跳水了,大盘要跳水了,股东,升华拜克,0
4928,否则,今天能上9.28元 才能算强势,None,西仪股份,2
4929,300113,就这几天就要停盘了...可能要重组,股东,顺网科技,2
4930,追进去，你就等死吧。哈哈,涨了，赶紧追！！,股东,龙大肉食,1
4931,庄家借大盘出货了  哈哈 明日大跌,今天下午收盘不会过25.20,None,顺网科技,0
4932,涨停了！好时代来了！4元快来了！,涨停了！好时代来了！4元快来了！,None,岳阳林纸,1
4933,坚决的,可以进入了，别怕被套,股东,鑫富药业,1
4934,我来拉升,我来拉升,股东,长园集团,2
4935,,做不做样子，迟早要突破,股东,新洋丰,1
4936,老总都快失业了机构庄都要死了,改名北方失业,None,北方创业,0
4937,山东黄金600547强势启动，抄底价高业绩大赚,冒死送信,None,广晟有色,1
4938,有国际同行来洽谈收购事宜,有国际同行来洽谈收购事宜,股东,华泽钴镍,2
4939,众业达将受到众多资金的追捧，拭目以待！,主战场将逐步移至中小板,None,众业达,1
4940,月线放大！户港通抢筹标的,月线放大！户港通抢筹标的,None,奇正藏药,2
4941,这一个月已经涨的怎么样,看看现在的价格,股东,首钢股份,2
4942,放量上涨推播英强的号召力量,放量上涨推播英强的号召力量,None,奇正藏药,1
4943,下面单子全部会撤掉,下面全部是假托单，没有一笔是正常成交的,None,日发精机,2
4944,买入赚钱啦！谢谢英强大哥,买入赚钱啦！谢谢英强大哥,None,奇正藏药,1
4945,,李忠还敢骗人否？,股东,国联水产,2
4946,等着数钱,加仓2000股,股东,千方科技,1
4947,鱼鱼鱼 858一斤 上来小爷就卖给你！,鱼鱼鱼 858一斤 上来小爷就卖给你！,None,国联水产,2
4948,叼样上影线很好玩？,叼样上影线很好玩？,股东,章源钨业,2
4949,,婊子李,股东,国联水产,2
4950,还不上9.6，更待何时？,哈哈！还要跌？,股东,渤海活塞,2
4951,哎呀呀 哎呦呦 鱼太多 雨框里鱼太多咯 。。,哎呀呀 哎呦呦 鱼太多 雨框里鱼太多咯 。。[俏皮],None,国联水产,2
4952,还不上9.6，更待何时？,还不上9.6，更待何时？,股东,渤海活塞,2
4953,,李忠你再说谎，毙成虾,股东,国联水产,2
4954,争口气，快速过10！,今天不过10，主力没出息！,股东,渤海活塞,1
4955,不管风吹浪打；胜似闲庭信步；子在川上曰：,不管风吹浪打；胜似闲庭信步；子在川上曰：,None,新华龙,2
4956,老招式了,拉尾市和脉冲式拉升的都不是好鸟，主力要出货,None,浔兴股份,2
4957,钼业龙头地位突显！,龙，当然是龙头！,股东,新华龙,1
4958,善良的小散户撤吧 弄不好又让人家庄给涮了,善良的小散户撤吧 弄不好又让人家庄给涮了,None,洛阳钼业,0
4959,放量出行，消息出台,启航机械时代到来,None,天桥起重,2
4960,收盘至少4个点,和泰胜风能一起出发,股东,天顺风能,2
4961,平煤股份(601666)集团资产注入是未来看点,平煤股份(601666)集团资产注入是未来看点,None,开滦股份,2
4962,死等,坚决不买大盘股，他就是涨到100也不买，大盘等待调整，不调也不买,None,双环传动,2
4963,拉起拉起啦,大阳大阳  稍后拉起,None,千金药业,1
4964,大阴线来咯，娃哈哈，马上绿盘了,大阴线来咯，娃哈哈，马上绿盘了,None,日发精机,0
4965,走了,其他股票都大幅拉升就这垃圾股不动,股东,梅花生物,0
4966,神秘主力开始拉升股价 FFF,各路资金表演结束，神秘主力开始拉升股价,None,厦门钨业,1
4967,3个板再回来接力生！耶！,耶！早市成功切换苏宁云商涨停喽！明日继续停板！,None,力生制药,1
4968,该走了！,该走了！,股东,厦门钨业,0
4969,买入持股待涨,3.80买入持股待涨,股东,鲁西化工,1
4970,最后的低洼地，2元以下股全部涨4分了,最后的低洼地，2元以下股全部涨4分了,None,国栋建设,1
4971,很多股票就是乞丐心态，没有股票心里不平衡,很多股票就是乞丐心态，没有股票心里不平衡,None,劲嘉股份,2
4972,2.96排队买入,2.97卖出50000股成交了,None,桂冠电力,1
4973,一看就是吃了大亏的小户。现在没了股票不舒服,一看就是吃了大亏的小户。现在没了股票不舒服,None,劲嘉股份,2
4974,发力吧002245,发力吧002245,None,澳洋顺昌,2
4975,快速向上的概率大  买入没时间,选择方向的先兆 不要幻想买入最低点,None,曙光股份,1
4976,走了好股多的是,走了好股多的是,股东,鲁北化工,0
4977,彻底歇菜啦。。。。。,彻底歇菜啦。。。。。,股东,曙光股份,0
4978,真尼马会玩上午刚出,真尼马会玩上午刚出,股东,动力源,2
4979,步步口踩，稳健向前,步步口踩，稳健向前,股东,曙光股份,1
4980,/,主力在 10.70挂托单 出或 ///,股东,中珠控股,2
4981,RT,吃龙肉，喝龙酒。,股东,龙大肉食,2
4982,看巨亏的柳化股份,个股都补涨了 就你,股东,鲁北化工,0
4983,,南太湖你妈叫你回家看孩子，快回去吧、哈哈,None,日上集团,2
4984,,要是收盘在9.48元以上，卖出601225全仓买入日上,None,日上集团,1
4985,九元以下满仓,九元以下满仓,股东,日上集团,1
4986,横了这么多天，总得整点假象来迷糊散户吧，好歹也让爷赚个菜钱啊,说什么应该有个假突破吧,None,亚通股份,2
4987,兄弟们都散了吧没有机会了,兄弟们都散了吧没有机会了,股东,亚宝药业,0
4988,天空飘来5个字“化能要涨停”,天空飘来5个字“化能要涨停”,None,华电能源,1
4989,所以002231不活跃，也不可能活跃！,只能说大股东一无背景！二无能力！,None,奥维通信,0
4990,良心有了，明天涨停全卖,良心有了，明天涨停全卖,股东,岳阳林纸,1
4991,在3.31买入300手，利润可观！明天可能再收获一个版！,多谢空S谷足音的消息！,None,岳阳林纸,1
4992,2014年林改将在全国推进,2014年林改将在全国推进,None,岳阳林纸,2
4993,是在吸引人跟？,是在吸引人跟？,股东,江淮汽车,2
4994,如题,和江淮动力有关系吗，江淮动力涨势不错,股东,江淮汽车,1
4995,庄家太黑了，我居然卖了，悔啊,庄家太黑了，我居然卖了，悔啊,None,山东药玻,1
4996,今明都跌，都绝望时就上去，因为猪力跑去进证券股了,今明估计都是跌,None,山东药玻,0
4997,/,拉 高 出 或 11快跑 ///,股东,中珠控股,0
4998,慢慢来，不着急,大约在冬季,股东,中珠控股,1
4999,资源股暴涨主力自作聪明变白痴！,主力二傻子黄金期货暴涨这股反跌！！,None,恒邦股份,0
5000,,蛟龙出海,股东,韶钢松山,1
