2481,击穿地板吧！我好补仓,击穿地板吧！我好补仓,None,国旅联合,2,0,1
3488,如题,今天跑命机会再次来，各位把握1,股东,章源钨业,2,1,0
2913,这股没出息大家也卖了吧,5.28卖了通陈，追入山西证券赚了4%真高兴,None,通程控股,2,1,0
1310,嘎嘎嘎，綠色綠色綠色還不買，散戶們！！！！！,嘎嘎嘎，綠色綠色綠色還不買，散戶們！！！！！,股东,乐凯胶片,1,2,0
1155,鸟,妈的主力趁大盘上攻出货,None,神州信息,1,2,0
3483,继续观察，,走势严重弱于大盘，不放量不进，,股东,国统股份,1,2,0
1099,"你们着急卖了,回家给你家买棺材和花圈吗?","你们着急卖了,回家给你家买棺材和花圈吗?",None,国机汽车,0,2,1
1794,强弩之未,主力，你要是太累了就适当歇一歇吧。我们不会怪你的。,None,广晟有色,0,2,1
1957,果然是千斤药业，名字不错，让我到卷商握完金，再来抄底吧，哈哈,果然是千斤药业，名字不错，让我到卷商握完金，再来抄底吧，哈哈,None,千金药业,1,2,0
4090,新庄真毒，,涨停吸货,None,新华龙,0,2,1
2494,卖了  大盘暴涨  你MB才涨才1个多点  吃屎去吧,卖了  大盘暴涨  你MB才涨才1个多点  吃屎去吧,股东,宏图高科,1,2,0
1410,。但是看好者无数。希望不看好者，一路走好！,大宗交易后，接盘者是否有出逃迹象？,None,久立特材,0,2,1
2778,大盘涨了这么多，海泰有很大的补涨空间，没想到主力还一直打压。佩服啊！！只好再全仓死捂了。 这是最有效的赚钱之一。其他股票涨了太多按了不安全,大盘走牛是正常，本以为海泰会被逼补涨，现看还得捂,股东,海泰发展,0,2,1
1129,再来2万手 砸到3.6啊,下面挂了那么多 怎么不砸盘了？哈,股东,华电能源,1,2,0
981,私摹通知卖。买将井喷的上海重组第一股600355,私摹通知卖。买将井喷的上海重组第一股600355,None,国中水务,1,0,2
701,推倒重来，方案完善。指日可待。,2014年7月28日：600608上海科技，离重组还远吗,None,格力地产,0,2,1
703,风神股份庄家是DSB！,一季报双钱股份0.08元/股现价11.60元,None,风神股份,1,2,0
1480,RT,终于解套了！大盘涨一百点一毛都赚到！MD,None,抚顺特钢,0,2,1
2828,现在表面看起来很强，但是大盘超买，加上今天房产没起色，下午可能补跌，逢高出，今天002208量太小,主力错过最佳时间突破,None,合肥城建,2,1,0
3148,庄怎么了，拉一下不会死,庄怎么了，拉一下不会死,None,北方创业,2,0,1
4047,平高开始中级调整了,平高开始中级调整了,None,平高电气,1,0,2
4418,卖一5300手挂单，是150笔，而买一挂单5000手，只有20笔，盘中已出现拖拉机单，主力太喜欢散户疯狂卖出。,可怜散户疯狂挂单,股东,首创股份,2,1,0
3026,11,下午谁来接力，主力不砸了,None,首钢股份,0,1,2
2981,开走,开走,股东,时代新材,2,1,0
4477,妈啦个逼的，刚减仓了你又在往上拉。NN……,狗庄，别拉了，歇歇脚呀,None,广晟有色,1,2,0
2072,资源股票的是大底啊,各位现在技术指标已经没有任何意义！别在跑了！资源股票的是大底啊！,None,恒邦股份,2,0,1
3452,让唱空的狗，自娱自乐，不要发表看法。,提议大家不看唱空狗的帖,None,S佳通,2,0,1
2607,这节奏,要疯了,股东,华电能源,2,1,0
1232,1,不会就涨一天吧,股东,华胜天成,0,2,1
3318,这B股连到3个涨停都回不到本,山峰之巅,股东,中文传媒,2,0,1
4422,1,忒弱了，难道这多买单都是假的？,None,宝钛股份,0,2,1
2575,守住筹码！！！！,庄家你牛逼，全面控盘，那就更不能卖了,股东,方正电机,0,2,1
4424,两天见分晓,可能要做头耶!,None,宝钛股份,0,2,1
4952,还不上9.6，更待何时？,还不上9.6，更待何时？,股东,渤海活塞,2,1,0
4950,还不上9.6，更待何时？,哈哈！还要跌？,股东,渤海活塞,2,1,0
2614,大盘连续暴漲，看著600207着急，拿了4个月了，还套着，看这架勢解套很困难，大盘一旦回調，又得跌下來，少赔出局吧,大盘连续暴漲，看著600207着急，拿了4个月了，还套着，看这架勢解套很困难，大,None,安彩高科,2,1,0
2779,会不涨停，每天涨个5%-8%。。。,会不涨停，每天涨个5%-8%,股东,三一重工,0,2,1
2190,如题,20元见吧！,股东,维尔利,1,0,2
1874,干死空头,干死空头,None,开滦股份,2,1,0
3298,成本低的估计不少再看看十六估计跌不到的,我的成本才十六不到再看看现在不肉痛,None,高新兴,2,1,0
4348,被套就拿点实际行动，别老是在这里吹来吹去，到酒仙网买一箱牛栏山二锅头支持一下，我反正买了。,天天你们就在这里吹空吹多没意思的。,None,顺鑫农业,0,2,1
4343,看着这个垃圾的表现，就知道它是在制造恐慌，不信看标题！！,芝麻开花,None,新五丰,1,2,0
4342,我的自选股中，唯一绿色的就是 威远 真他妈的,我的自选股中，唯一绿色的就是 威远 真他妈的,None,威远生化,0,2,1
854,大盘都节节高升了，你他妈就是不涨！,有概念 有政策 有利好 有举牌 有合作，你他妈就是不涨。,股东,中兴商业,0,2,1
4439,垃圾股呀！搞飞机呀,大盘都涨飞天了，我们还被关着，天理不容,股东,星美联合,0,2,1
3454,哎!虽赚还是亏，看好的几个股都涨30%了。,关了半月一个板都没有，5.09清光。,None,国中水务,2,0,1
3691,开盘卖露天煤业..买001215乘以二的那只股哈..,下午开盘卖出换成002429加一的那只股票,股东,露天煤业,1,2,0
4069,看了挺长时间没出手，一出手就站岗啊！哈哈,晕，9.74站岗了！,股东,全柴动力,0,2,1
3089,88888,量价齐升？？,股东,上海机场,0,2,1
2624,奶奶的什么熊样。,之前买的都没解套呢,None,国中水务,2,1,0
2421,不知何年何月得尝所望,不知何年何月得尝所望[赚大了],None,新纶科技,0,2,1
2424,今天洗洗睡了,今天洗洗睡了,None,中粮屯河,1,2,0
2425,今天涨停,今天涨停,股东,登云股份,0,2,1
4607,还涨 只会涨不上了吧,还涨 只会涨不上了吧,None,江中药业,0,2,1
4930,追进去，你就等死吧。哈哈,涨了，赶紧追！！,股东,龙大肉食,1,2,0
1993,欢迎所谓的主力出货,欢迎所谓的主力出货,None,江淮汽车,1,2,0
2643,别人在赚钱，我的却在等解套，痛苦啊，2.80元的成本,别人在赚钱，我的却在等解套，痛苦啊，2.80元的成本,None,南方航空,0,1,2
1189,错过了一周大好行情啊,错过了一周大好行情啊,None,合众思壮,1,2,0
3375,2.5亿的流通盘，上档竟然有5千手的压单，和中石油有的一拼,简直是乌龟中的极品乌龟,None,宁夏建材,0,1,2
4523,哎，每天都包尾，主力要加油啊！我每次都充当主力！,哎，每天都包尾，主力要加油啊！我每次都充当主力！,股东,开滦股份,0,2,1
2350,有种不要涨！老子就不出！！,有种不要涨！老子就不出！！,None,日上集团,2,0,1
559,大盘好天通也不差为什么不顺势而为？,一大波行情却被天通拖住坑了！,股东,天通股份,2,0,1
3866,选择富安娜,远离罗赖！就算要买同类股，也选择富安娜！,None,罗莱家纺,1,2,0
1203,你兄弟000975银泰资源大涨70%了,你兄弟000975银泰资源大涨70%了,股东,京投银泰,1,2,0
4619,坚决否决沈煤修订重组承诺！,大家明天齐心协力！,None,红阳能源,2,1,0
3066,在一波大行情中最可怕的不是不涨，而是别人热点轮换赚80%，你守弱股赚10%,在一波大行情中最可怕的不是不涨，而是别人热点轮换赚80%，你守弱股赚10%,None,建设机械,0,2,1
3233,获利不多，辜负了这大好行情。,不应该这种走势啊，前期主力介入，难道就这样放弃了？,None,中珠控股,2,0,1
1054,没有卖压上冲了,没有卖压上冲了,股东,福瑞股份,0,2,1
1055,14.06那里压盘的是白痴吗,14.06那里压盘的是白痴吗,None,九州通,0,2,1
4006,卖了，收入6万,卖了，收入6万[大笑][大笑][大笑],股东,中原环保,1,2,0
774,风神股份庄家是DSB！,一季报赛轮股份0.22元/股现价12.72元,None,风神股份,1,2,0
776,风神股份庄家就是DSB！,一季报佳通0.18元/股现价15.20元,None,风神股份,1,2,0
4253,健康元代的一日游行情，今天不能收高，那就会回到解放前的价位了，谨慎追高。。。,靠，一日游行情,股东,健康元,0,2,1
1273,空头的好日子到头了,空头的好日子到头了,None,洛阳钼业,1,2,0
1179,最后疯狂地震仓,连续多次压低后拉回,None,当升科技,1,2,0
4799,加仓10000股，看怎么样,何时解套22.31元的成本,股东,千方科技,0,2,1
488,如题,专家有点傻，顺势而为都不知道,None,时代新材,2,1,0
79,呵呵,下周一比赛            ，   看谁跑得快！,None,华泽钴镍,1,2,0
2340,赶紧进入银行  有色低价板块，踏准节拍 抛弃垃圾,赶紧进入银行  有色低价板块，踏准节拍 抛弃垃圾,None,建设机械,2,1,0
4151,让庄家慢慢玩去,上27走人，此庄如龟庄。,股东,远方光电,0,2,1
3784,日吴家它祖宗,14.2元4万股日上，不解套绝不退出，该死的吴家,None,日上集团,0,2,1
4391,他涨的时候我已经走了,他涨的时候我已经走了,None,世纪华通,1,2,0
4016,不知道怎么回事,"今天摆乌龙,追高了",股东,世纪华通,0,2,1
4663,不要左，要右。,有宗申垫底，以后闭着眼睛买股票了！,None,宗申动力,0,2,1
3025,在2级市场上想买小散户的筹码很难，压住盘面的价格直接到 大宗交易里买筹码，价格压制住了大宗交易交易的成本也控制住了,知道为什么主力不 拉高吗,None,中江地产,0,1,2
